area,percorso_menu,voce,form_o_prg,copertura,evidenza_web,reason_code,note,metodo_classificazione
contabilit,contabilit > Partitari > Pagamenti incassi diversi,Reversali,menu_manc000,MANCANTE,,,,default
contabilit,contabilit > Partitari > Partitari clienti,Clienti da contattare ......,contatta_cli,MANCANTE,,,,default
contabilit,contabilit > Partitari > Partitari clienti,Gestione partite clienti,,MANCANTE,,,,default
contabilit,contabilit > Partitari > Partitari fornitori,Gestione partite fornitori,,MANCANTE,,,,default
contabilit,contabilit > Piano dei conti,Aggiornamento,menu_pdc000,NON_APPLICABILE,,WRITE_SIDE,Editing anagrafico sul gestionale,screenshot+web
contabilit,contabilit > Piano dei conti,Annullo piano dei conti con selezione,menu_pdcannu,NON_APPLICABILE,,WRITE_SIDE,,screenshot+web
contabilit,contabilit > Piano dei conti,Elenco piano dei conti,menu_pdcelen,MIGRATO,/conti + /conti/tree,,Lista e albero,screenshot+web
contabilit,contabilit > Piano dei conti,Elenco piano dei conti con centri di costo,menu_pdcelcco,PARZIALE,/conti,,I centri di costo associati NON sono esposti nella vista web,screenshot+web
contabilit,contabilit > Prima nota,Aggiornamento prima nota,menu_registrazioni_contabili,NON_APPLICABILE,,WRITE_SIDE,,screenshot+web
contabilit,contabilit > Prima nota,Annullo prima nota,menu_registrazioni_contabili,NON_APPLICABILE,,WRITE_SIDE,,screenshot+web
contabilit,contabilit > Prima nota,Blocco/sblocco reg. contabile previsionale,menu_prnpre,NON_APPLICABILE,,WRITE_SIDE,,screenshot+web
contabilit,contabilit > Prima nota,Duplica prima nota,menu_registrazioni_contabili,NON_APPLICABILE,,WRITE_SIDE,,screenshot+web
contabilit,contabilit > Prima nota,Import multiplo fatture elettroniche XML,menu_primanot_xml_multi,NON_APPLICABILE,,WRITE_SIDE,Import: Opus,screenshot+web
contabilit,contabilit > Prima nota,Importazione e contabilizzazione parcelle da GIL,menu_import_parcelle_gil,NON_APPLICABILE,,WRITE_SIDE,Integrazione esterna GIL,screenshot+web
contabilit,contabilit > Prima nota,Inserimento prima nota effettiva,,NON_APPLICABILE,,WRITE_SIDE,Scrittura contabile: Opus,screenshot+web
contabilit,contabilit > Prima nota,Inserimento prima nota previsionale,,NON_APPLICABILE,,WRITE_SIDE,Scrittura contabile: Opus,screenshot+web
contabilit,contabilit > Prima nota,Ricerca prima nota,menu_registrazioni_contabili,MIGRATO,/contabilita/primanota,,Consultazione con raggruppamento e dettaglio registrazione,screenshot+web
contabilit,contabilit > Procedure extracontabili,Situazione extracontabile,menu_excosta,MANCANTE,,,Consultazione: candidata read-only,screenshot+web
contabilit,contabilit > Procedure extracontabili > Gestione contratti,Aggiornamento,menu_con000,NON_APPLICABILE,,WRITE_SIDE,Editing anagrafico sul gestionale,screenshot+web
contabilit,contabilit > Procedure extracontabili > Gestione contratti,Annullo con selezione,menu_conannu,NON_APPLICABILE,,WRITE_SIDE,,screenshot+web
contabilit,contabilit > Procedure extracontabili > Gestione dei leasing,Aggiornamento,menu_lea000,NON_APPLICABILE,,WRITE_SIDE,Editing anagrafico sul gestionale,screenshot+web
contabilit,contabilit > Procedure extracontabili > Gestione dei leasing,Annullo con selezione,menu_leaannu,NON_APPLICABILE,,WRITE_SIDE,,screenshot+web
contabilit,contabilit > Procedure extracontabili > Gestione effetti attivi,Aggiornamento,menu_asc000,NON_APPLICABILE,,WRITE_SIDE,Editing anagrafico sul gestionale,screenshot+web
contabilit,contabilit > Procedure extracontabili > Gestione effetti attivi,Annullo con selezione,menu_efaannu,NON_APPLICABILE,,WRITE_SIDE,,screenshot+web
contabilit,contabilit > Procedure extracontabili > Gestione effetti passivi,Aggiornamento,menu_ass000,NON_APPLICABILE,,WRITE_SIDE,Editing anagrafico sul gestionale,screenshot+web
contabilit,contabilit > Procedure extracontabili > Gestione effetti passivi,Annullo con selezione,menu_efpannu,NON_APPLICABILE,,WRITE_SIDE,,screenshot+web
contabilit,contabilit > Procedure extracontabili > Gestione finanziamenti/mutui ipotecari,Aggiornamento,menu_fin000,NON_APPLICABILE,,WRITE_SIDE,Editing anagrafico sul gestionale,screenshot+web
contabilit,contabilit > Procedure extracontabili > Gestione finanziamenti/mutui ipotecari,Annullo con selezione,menu_finannu,NON_APPLICABILE,,WRITE_SIDE,,screenshot+web
contabilit,contabilit > Ritenute acconto professionisti,Annullo con selezione,menu_riannu,NON_APPLICABILE,,WRITE_SIDE,,screenshot+web
contabilit,contabilit > Ritenute acconto professionisti,Annullo per periodo,menu_riaeli,NON_APPLICABILE,,WRITE_SIDE,,screenshot+web
contabilit,contabilit > Ritenute acconto professionisti,Attribuzione data di versamento,menu_riavers,NON_APPLICABILE,,WRITE_SIDE,,screenshot+web
contabilit,contabilit > Ritenute acconto professionisti,Pagamento fatture,menu_riapag,NON_APPLICABILE,,WRITE_SIDE,,screenshot+web
contabilit,contabilit > Ritenute acconto professionisti,Registrazione fatture con r.a.,menu_ria000,NON_APPLICABILE,,WRITE_SIDE,,screenshot+web
contabilit,contabilit > Ritenute acconto professionisti > Gestione integrata R.A.P.,Stampa archivio R.A.P.,menu_rapstam,NON_APPLICABILE,,PRINT_REPORT,Stampa/report legacy,pattern-label
contabilit,contabilit > Ritenute acconto professionisti > Stampe ritenute acconto,Elenco per codice versamento irpeff,menu_riairpef,NON_APPLICABILE,,PRINT_REPORT,Stampa/report legacy,pattern-label
contabilit,contabilit > Ritenute acconto professionisti > Stampe ritenute acconto,Estratto conto per i professionisti,menu_riaestc,MANCANTE,,,,default
contabilit,contabilit > Ritenute acconto professionisti > Stampe ritenute acconto,Estratto conto per prof. su base data di pagamento,menu_riaestp,MANCANTE,,,,default
contabilit,contabilit > Ritenute acconto professionisti > Stampe ritenute acconto,Statistiche,menu_riasta,MANCANTE,,,Consultazione compensi: candidata,screenshot+web
contabilit,contabilit > Situazioni contabili,Confronto Cash Inflow - Outflow,menu_cash_in_out_compare,MANCANTE,,,,screenshot+web
contabilit,contabilit > Situazioni contabili,Elenco clienti/fornitori per agenzia entrate,agenzia_en,NON_APPLICABILE,,PRINT_REPORT,,screenshot+web
contabilit,contabilit > Situazioni contabili,Estratti conto clienti/fornitori,menu_estrcont,PARZIALE,/contabilita/partitari/*,,Il partitario copre la consultazione; la stampa estratto resta legacy,screenshot+web
contabilit,contabilit > Situazioni contabili,Invio lettere di sollecito ai clienti,menu_solleciti,NON_APPLICABILE,,WRITE_SIDE,Genera documenti/invii,screenshot+web
contabilit,contabilit > Situazioni contabili,Saldo annuale conto,menu_saldoc,PARZIALE,/contabilita/storico,,Lo storico mostra i movimenti; manca il saldo annuale sintetico per conto,screenshot+web
contabilit,contabilit > Situazioni contabili,Scadenziario clienti/fornitori,menu_scadenz,MANCANTE,,,"PRIORITARIO: scadenze aperte cli/for, molto usato",screenshot+web
contabilit,contabilit > Situazioni contabili,Situazione Cash Inflow,menu_cash_inflow,MANCANTE,,,,screenshot+web
contabilit,contabilit > Situazioni contabili,Situazione Cash Outflow,menu_cash_outflow,MANCANTE,,,,screenshot+web
contabilit,contabilit > Situazioni contabili,Situazione fatture clienti/fornitori,menu_sitfatcf,MANCANTE,,,,screenshot+web
contabilit,contabilit > Situazioni contabili,Situazione finanziaria clienti,menu_finanz,MANCANTE,,,,screenshot+web
contabilit,contabilit > Situazioni contabili,Situazione incassi pagamenti,menu_sitincpa,MANCANTE,,,Prioritario lato amministrazione (Ambra),screenshot+web
contabilit,contabilit > Situazioni contabili,Stampa prima nota,menu_primano,NON_APPLICABILE,,PRINT_REPORT,Consultazione equivalente: /contabilita/primanota,screenshot+web
contabilit,contabilit > Situazioni contabili,Storico contabile per conto,menu_movstori,MIGRATO,/contabilita/storico,,,screenshot+web
contabilit,contabilit > Situazioni contabili,Storico contabile per data competenza,menu_movstori_comp,PARZIALE,/contabilita/storico,,"Lo storico web filtra per data registrazione, non per competenza",screenshot+web
contabilit,contabilit > Tesoreria,Gestione anagrafica conti correnti,menu_tesana,MANCANTE,,,Consultazione anagrafica c/c fattibile (oltre /banche),screenshot+web
contabilit,contabilit > Tesoreria,Gestione del corporate banking italiano,menu_cbi,NON_APPLICABILE,,VFP_ONLY,Integrazione CBI locale,screenshot+web
contabilit,contabilit > Tesoreria,Gestione della tesoreria,tes_cruscotto,MANCANTE,,,NEEDS_DOMAIN: perimetro della tesoreria usato da Impresind,screenshot+web
contabilit,contabilit > Trasferimenti contabili,Chiusura iva mensile / trimestrale,menu_tfcliq,NON_APPLICABILE,,WRITE_SIDE,,screenshot+web
contabilit,contabilit > Trasferimenti contabili,Contabilizza ratei / risconti previsionali,menu_conabilizza_ratei,NON_APPLICABILE,,WRITE_SIDE,,screenshot+web
contabilit,contabilit > Trasferimenti contabili,Sblocco fatture già trasmesse in contab.generale,menu_fatsbloc,NON_APPLICABILE,,WRITE_SIDE,,screenshot+web
contabilit,contabilit > Trasferimenti contabili,Trasferimento effetti attivi,menu_tfcea,NON_APPLICABILE,,WRITE_SIDE,,screenshot+web
contabilit,contabilit > Trasferimenti contabili,Trasferimento fatture,menu_tfc000,NON_APPLICABILE,,WRITE_SIDE,,screenshot+web
contabilit,contabilit > Trasferimenti contabili > Amministratori,Trasferimento fatture amministratore,menu_raatfc,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
contabilit,contabilit > Trasferimenti contabili > Amministratori,Trasferimento pagamenti fatture amministratore,menu_raatfp,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
contabilit,contabilit > Trasferimenti contabili > Ammortamenti,Trasferimento quote di ammortamento,menu_tfcamm,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
contabilit,contabilit > Trasferimenti contabili > Compensazione iva acquisti cee / reverse charge,Compensazione iva acquisti cee,menu_prnivace,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
contabilit,contabilit > Trasferimenti contabili > Compensazione iva acquisti cee / reverse charge,Compensazione iva reverse charge,menu_prnivarc,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
contabilit,contabilit > Trasferimenti contabili > Compensazione iva acquisti cee / reverse charge,Sblocco compensazioni iva cee/reverse change,menu_prnsblco,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
contabilit,contabilit > Trasferimenti contabili > Professionisti,Trasferimento fatture con r.a.,menu_riatfc,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
contabilit,contabilit > Trasferimenti contabili > Professionisti,Trasferimento r.a.,menu_riarct,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
contabilit,contabilit > Trasferimenti contabili > Trasferimento ricevute / incassi / pagamenti,Trasferimento incassi agenti,menu_tfcinc,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
contabilit,contabilit > Trasferimenti contabili > Trasferimento ricevute / incassi / pagamenti,Trasferimento incassi punti di vendita,menu_trasinca,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
contabilit,contabilit > Trasferimenti contabili > Trasferimento ricevute / incassi / pagamenti,Trasferimento ricevute automatiche,menu_tfcriba,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
contabilit,contabilit > Trasferimenti contabili > Trasferimento ricevute / incassi / pagamenti,Trasferimento ricevute manuali,menu_tfcribm,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
contabilit,contabilit > Trasferimenti contabili > Trasferimento ricevute / incassi / pagamenti > Trasferimento mandati di pagamento,Trasferimento mandati di pagamento,menu_mandgen,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
contabilit,contabilit > Trasferimenti contabili > Trasferimento ricevute / incassi / pagamenti > Trasferimento mandati di pagamento,Trasferimento mandati di pagamento generici,menu_tfcpgen,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
contabilit,contabilit > Trasferimenti contabili > Trasferimento ricevute / incassi / pagamenti > Trasferimento mandati di pagamento,Trasferimento reversali,menu_mancgen,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
fornitori,fornitori > Anagrafica,Aggiornamento,menu_for000,MIGRATO,/fornitori,,Consultazione web agganciata via FORM_TO_URL,FORM_TO_URL
fornitori,fornitori > Anagrafica,Annullo con selezione,menu_forannu,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
fornitori,fornitori > Anagrafica,Cambio codice listino in anagrafica,menu_fortlisti,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
fornitori,fornitori > Anagrafica,Duplicazione anagrafica fornitori,menu_fordup,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
fornitori,fornitori > Anagrafica,Elenco dati contabili anagrafiche fornitori,menu_fornicee,NON_APPLICABILE,,PRINT_REPORT,Stampa/report legacy,pattern-label
fornitori,fornitori > Anagrafica,Elenco note anagrafiche del fornitore,menu_fornote,NON_APPLICABILE,,PRINT_REPORT,Stampa/report legacy,pattern-label
fornitori,fornitori > Anagrafica,Mailing,mailf,NON_APPLICABILE,,WRITE_SIDE,Utility/manutenzione: gestionale,pattern-refine
fornitori,fornitori > Contratti fornitori,Aggiornamento,menu_con000,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
fornitori,fornitori > Contratti fornitori,Annullo con selezione,menu_conannu,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
fornitori,fornitori > Documenti da fornitori,Annullo con selezione,menu_bfoannu,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
fornitori,fornitori > Documenti da fornitori,Annullo per periodo,menu_bfoeli,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
fornitori,fornitori > Documenti da fornitori,Carico da fornitore,menu_bfo000,MIGRATO,/ddt-fornitore,,Consultazione web agganciata via FORM_TO_URL,FORM_TO_URL
fornitori,fornitori > Documenti da fornitori,Carico da fornitore con pesatura merce,menu_bfopes,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
fornitori,fornitori > Documenti da fornitori,Controllo bolle/fatture,menu_ctrlbf,MANCANTE,,,,default
fornitori,fornitori > Documenti da fornitori,Controllo fatture/bolle,menu_stafatt_acq,MANCANTE,,,,default
fornitori,fornitori > Documenti da fornitori,Difformità del peso delle bobine caricate da forn.,menu_discbfo,MANCANTE,,,,default
fornitori,fornitori > Documenti da fornitori,Elenco documenti,menu_bfoelen,NON_APPLICABILE,,PRINT_REPORT,Stampa/report legacy,pattern-label
fornitori,fornitori > Documenti da fornitori,Gestione visione dich. conformità in accettazione,menu_vismcda,MANCANTE,,,,default
fornitori,fornitori > Documenti da fornitori,Statistica dettagli docum. di carico da fornitore,menu_statbfo,MANCANTE,,,,default
fornitori,fornitori > Documenti di conto lavoro > Gestione c.lavoro con compon. presso il fornitore,Aggiornamento ordini per conto lavoro,menu_orf000,MIGRATO,/ordini-fornitore,,Consultazione web agganciata via FORM_TO_URL,FORM_TO_URL
fornitori,fornitori > Documenti di conto lavoro > Gestione c.lavoro con compon. presso il fornitore,Carico magazzino esterno da conto lavoro,menu_bfo000,MIGRATO,/ddt-fornitore,,Consultazione web agganciata via FORM_TO_URL,FORM_TO_URL
fornitori,fornitori > Documenti di conto lavoro > Gestione c.lavoro con consegna da mag. interno,Aggiornamento DDT per conto lavoro,menu_bcl000,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
fornitori,fornitori > Documenti di conto lavoro > Gestione c.lavoro con consegna da mag. interno,Annullo ddt per conto lavoro con selezione,menu_bclannu,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
fornitori,fornitori > Documenti di conto lavoro > Gestione c.lavoro con consegna da mag. interno,Creazione ordini a fornitore da DDT per c.lavoro,menu_bcltoorf,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
fornitori,fornitori > Documenti di conto lavoro > Gestione c.lavoro con consegna da mag. interno,Gestione flag di creazione ordini a fornitore,menu_bclflgs,NON_APPLICABILE,,WRITE_SIDE,Utility/manutenzione: gestionale,pattern-refine
fornitori,fornitori > Documenti di conto lavoro > Gestione c.lavoro con consegna da mag. interno,Rientro materiale in conto lavoro,menu_bfo000,MIGRATO,/ddt-fornitore,,Consultazione web agganciata via FORM_TO_URL,FORM_TO_URL
fornitori,fornitori > Documenti di conto lavoro > Gestione ordini in conto lavoro (classico),Aggiornamento,menu_lavo000,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
fornitori,fornitori > Documenti di conto lavoro > Gestione ordini in conto lavoro (classico),Annullo ordini con selezione,menu_lavoannu,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
fornitori,fornitori > Documenti di conto lavoro > Gestione ordini in conto lavoro (classico),Annullo per periodo,menu_lavoeli,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
fornitori,fornitori > Documenti di conto lavoro > Gestione ordini in conto lavoro (classico),Chiusura/apertura ordini,menu_lavoevas,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
fornitori,fornitori > Documenti di conto lavoro > Gestione ordini in conto lavoro (classico),Rientro materiale da conto lavoro,menu_lavmcar,MANCANTE,,,,default
fornitori,fornitori > Documenti di conto lavoro > Gestione ordini in conto lavoro (classico),Situazione ordini,menu_venlav00,MANCANTE,,,,default
fornitori,fornitori > Documenti di conto lavoro > Gestione ordini in conto lavoro (classico),Uscita materiale per conto lavoro,menu_bolfor,MANCANTE,,,,default
fornitori,fornitori > Documenti di reso a fornitori,Aggiornamento,menu_bolresfor,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
fornitori,fornitori > Documenti di reso a fornitori,Annullo con selezione,menu_resannu,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
fornitori,fornitori > Documenti di reso a fornitori,Annullo per periodo,menu_reseli,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
fornitori,fornitori > Listini fornitori > Gestione listini fornitori azienda/articolo,Aggiornamento,menu_lis000aa,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
fornitori,fornitori > Listini fornitori > Gestione listini fornitori azienda/articolo,Annullo listini  di acquisto azienda/articoli,menu_lisannaa,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
fornitori,fornitori > Listini fornitori > Gestione listini fornitori azienda/articolo,Cambio codice listino in anagrafica fornitori,menu_fortlisti,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
fornitori,fornitori > Listini fornitori > Gestione listini fornitori azienda/articolo,Duplica listini di acquisto azienda/articolo,menu_lisdupaa,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
fornitori,fornitori > Listini fornitori > Gestione listini fornitori azienda/articolo,Stampa listini di acquisto azienda/articoli,menu_lisstaaa,NON_APPLICABILE,,PRINT_REPORT,Stampa/report legacy,pattern-label
fornitori,fornitori > Listini fornitori > Gestione listini per fornitore/articolo,Aggiornamento,menu_lif000,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
fornitori,fornitori > Listini fornitori > Gestione listini per fornitore/articolo,Annullo listini fornitore,menu_lifann,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
fornitori,fornitori > Listini fornitori > Gestione listini per fornitore/articolo,Duplica listini fornitore / articolo,menu_lifdup,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
fornitori,fornitori > Listini fornitori > Gestione listini per fornitore/articolo,Importazione listini da file excel,menu_lif_import_xls,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
fornitori,fornitori > Listini fornitori > Gestione listini per fornitore/articolo,Stampa listino,menu_lifsta,NON_APPLICABILE,,PRINT_REPORT,Stampa/report legacy,pattern-label
fornitori,fornitori > Ordini di acquisto,Aggiornamento ordini di acquisto,menu_orf000,MIGRATO,/ordini-fornitore,,Consultazione web agganciata via FORM_TO_URL,FORM_TO_URL
fornitori,fornitori > Ordini di acquisto,Annullo ordine fornit. tramite assegnaz. Tipologia,menu_orfannu_tpo,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
fornitori,fornitori > Ordini di acquisto,Annullo ordini con selezione,menu_orfannu,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
fornitori,fornitori > Ordini di acquisto,Annullo per periodo,menu_orfeli,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
fornitori,fornitori > Ordini di acquisto,Duplicazione ordine a fornitore,menu_duplordorf,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
fornitori,fornitori > Ordini di acquisto,Gestione blocco/sblocco riga ordine fornitore,menu_disimporf,NON_APPLICABILE,,WRITE_SIDE,Utility/manutenzione: gestionale,pattern-refine
fornitori,fornitori > Ordini di acquisto,Gestione blocco/sblocco testata ordine fornitore,menu_orfdisimpordtes,NON_APPLICABILE,,WRITE_SIDE,Utility/manutenzione: gestionale,pattern-refine
fornitori,fornitori > Ordini di acquisto,Situazione ordinato passivo con scadenze pagamenti,menu_ordinato_passivo,MANCANTE,,,,default
fornitori,fornitori > Ordini di acquisto,Situazione ordini,menu_venfor00,MANCANTE,,,,default
fornitori,fornitori > Ordini di acquisto,Statistiche ordini acquisto,menu_statord,MANCANTE,,,,default
fornitori,fornitori > Ordini di acquisto > Portafoglio ordini acquisto,Creazione ordini secondo fabbisogno,menu_creorf,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
fornitori,fornitori > Ordini di acquisto > Portafoglio ordini acquisto,Riprogrammazione scadenze di consegna e dettagli,menu_red001,NON_APPLICABILE,,WRITE_SIDE,Utility/manutenzione: gestionale,pattern-refine
fornitori,fornitori > Ordini di acquisto > Procedure di supporto,Difformità del peso delle bobine caricate da forn.,menu_discbfo,MANCANTE,,,,default
fornitori,fornitori > Ordini di acquisto > Procedure di supporto,Generazione ordine a fornitore da ordine cliente,menu_ordtoorf,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
fornitori,fornitori > Ordini di acquisto > Procedure di supporto,Situazione ordini a fornitori con produzione,statord,MANCANTE,,,,default
fornitori,fornitori > Ordini di acquisto > Procedure di supporto > Verifica situazione per riordino fornitori,Verifica riordino fornitori confrontato con giac.,menu_riorforn_sint,MANCANTE,,,,default
fornitori,fornitori > Ordini di acquisto > Procedure di supporto > Verifica situazione per riordino fornitori,Verifica riordino fornitori confrontato con stat.,menu_riorforn,MANCANTE,,,,default
fornitori,fornitori > Proposte ordini a fornitore,Aggiornamento,menu_orf000,MIGRATO,/ordini-fornitore,,Consultazione web agganciata via FORM_TO_URL,FORM_TO_URL
fornitori,fornitori > Proposte ordini a fornitore,Annullo per periodo,menu_orfeli,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
fornitori,fornitori > Proposte ordini a fornitore,Annullo proposte ordini a fornitori con selezione,menu_orfannu,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
fornitori,fornitori > Proposte ordini a fornitore,Chiusura/apertura proposte ordini a fornitori,menu_orfevas,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
fornitori,fornitori > Proposte ordini a fornitore,Creazione proposte d'ordine della sede ai pdv,menu_crepro,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
fornitori,fornitori > Proposte ordini a fornitore,Generazione archivio transitorio delle proposte,menu_maggiapro,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
fornitori,fornitori > Proposte ordini a fornitore,Situazione proposte ordini,menu_venpro01,MANCANTE,,,,default
fornitori,fornitori > Richieste di acquisto,Aggiornamento richiesta di acquisto,,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
fornitori,fornitori > Richieste di acquisto,Annullo richieste di acquisto con selezione,menu_rdaannu,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
fornitori,fornitori > Richieste di acquisto,Creazione ordini di acquisto da rda autorizzate,menu_rdatoorf,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
fornitori,fornitori > Richieste di acquisto,Sblocco rda per la ricreazione ordini acquisto,menu_rdasblock,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
fornitori,fornitori > Richieste di acquisto,Tracciabilità delle richieste di acquisto,menu_rdaelen,MANCANTE,,,"Catena ordine-DDT-fattura: le chiavi di tracciabilita sono gia mappate (sessione 1, U_BOL_DD); vista dedicata da costruire",default
fornitori,fornitori > Ristampa documenti,Ristampa documenti,menu_ristampa_doc,MIGRATO,/documenti,,Consultazione web agganciata via FORM_TO_URL,FORM_TO_URL
fornitori,fornitori > Ristampa documenti,Tracciabilità documenti,menu_tracdoc,MANCANTE,,,"Catena ordine-DDT-fattura: le chiavi di tracciabilita sono gia mappate (sessione 1, U_BOL_DD); vista dedicata da costruire",default
fornitori,fornitori > Ristampa documenti,Tracciabilità documenti passivi,menu_tracdoc_forn,MANCANTE,,,"Catena ordine-DDT-fattura: le chiavi di tracciabilita sono gia mappate (sessione 1, U_BOL_DD); vista dedicata da costruire",default
fornitori,fornitori > Sconti in base ai listini di acquisto > Gestione sconti per fornitore tipo listino,Aggiornamento sconti sul listino fornitore,menu_lifsco,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
fornitori,fornitori > Sconti in base ai listini di acquisto > Gestione sconti per fornitore tipo listino,Elenco sconti su listini fornitori,menu_lifscoelen,NON_APPLICABILE,,PRINT_REPORT,Stampa/report legacy,pattern-label
fornitori,fornitori > Sconti in base ai listini di acquisto > Sconti maggiorazioni per famiglia prodotto,Aggiornamento massivo listini per tipo listino,menu_lifbanc,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
fornitori,fornitori > Sconti in base ai listini di acquisto > Sconti maggiorazioni per famiglia prodotto,Aggiornamento sconti sul listino,menu_lifban,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
fornitori,fornitori > Sconti in base ai listini di acquisto > Sconti maggiorazioni per famiglia prodotto,Elenco sconti per tipo listino,menu_lifscbelen,NON_APPLICABILE,,PRINT_REPORT,Stampa/report legacy,pattern-label
fornitori,fornitori > Trasporti > Parametri,Pesi,menu_trasppesi,MANCANTE,,,,default
fornitori,fornitori > Trasporti > Parametri,Province,menu_province,MANCANTE,,,,default
fornitori,fornitori > Trasporti > Parametri,Vettori,paragest,MIGRATO,/parametri/{categoria},,Categoria PARA coperta dal modulo parametri,paragest
fornitori,fornitori > Trasporti > Spedizioni campionature,Cancellazione contratti,menu_canc_contratti_camp,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
fornitori,fornitori > Trasporti > Spedizioni campionature,Contratti,menu_traspcontratti_camp,MANCANTE,,,,default
